Date,Product_ID,Product_Name,Category,State,City,Campaign,Base_Price,Discount_%,Final_Price,Units_Sold,Revenue,Cost_Per_Unit,Profit
2024-02-24,P013,Product_13,Beauty,Delhi,New Delhi,Summer Sale,167.77,15,142.6,34,4848.4,125.18,592.28
2024-04-12,P011,Product_11,Home,Rajasthan,Udaipur,Diwali,989.31,25,741.98,42,31163.16,592.37,6283.62
2024-03-31,P016,Product_16,Electronics,Kerala,Thiruvananthapuram,Summer Sale,902.03,30,631.42,10,6314.2,519.95,1114.7
2024-03-05,P020,Product_20,Beauty,Uttar Pradesh,Kanpur,Summer Sale,985.34,15,837.54,51,42714.54,646.84,9725.7
2024-03-25,P018,Product_18,Electronics,Karnataka,Mysuru,Clearance,748.41,25,561.31,78,43782.18,415.58,11366.94
2024-02-26,P008,Product_8,Electronics,Tamil Nadu,Madurai,Diwali,171.29,10,154.16,17,2620.72,125.44,488.24
2024-02-07,P002,Product_2,Apparel,Rajasthan,Udaipur,Diwali,269.91,15,229.42,52,11929.84,184.02,2360.8
2024-02-02,P017,Product_17,Apparel,Rajasthan,Jaipur,New Year,511.35,5,485.78,19,9229.82,375.87,2088.29
2024-02-12,P006,Product_6,Apparel,Rajasthan,Udaipur,Clearance,200.74,25,150.56,97,14604.32,134.6,1548.12
2024-02-26,P012,Product_12,Apparel,Uttar Pradesh,Varanasi,Summer Sale,581.99,20,465.59,10,4655.9,379.98,856.1
2024-04-01,P011,Product_11,Home,Karnataka,Bengaluru,,904.54,10,814.09,58,47217.22,584.53,13314.48
2024-04-25,P007,Product_7,Home,Maharashtra,Mumbai,Clearance,934.22,5,887.51,56,49700.56,728.04,8930.32
2024-01-05,P010,Product_10,Home,Rajasthan,Udaipur,,507.54,15,431.41,54,23296.14,389.35,2271.24
2024-02-26,P007,Product_7,Home,Kerala,Thiruvananthapuram,Clearance,228.53,20,182.82,18,3290.76,136.5,833.76
2024-01-03,P005,Product_5,Electronics,Uttar Pradesh,Varanasi,New Year,351.11,0,351.11,97,34057.67,280.76,6823.95
2024-03-07,P018,Product_18,Electronics,Kerala,Thiruvananthapuram,New Year,838.53,15,712.75,99,70562.25,440.04,26998.29
2024-02-13,P013,Product_13,Beauty,Kerala,Kochi,,757.0,5,719.15,55,39553.25,395.38,17807.35
2024-04-21,P012,Product_12,Apparel,Uttar Pradesh,Varanasi,Summer Sale,178.27,10,160.44,85,13637.4,114.39,3914.25
2024-03-13,P015,Product_15,Beauty,Karnataka,Hubli,,950.24,10,855.22,77,65851.94,574.09,21647.01
2024-04-29,P018,Product_18,Electronics,Delhi,New Delhi,Clearance,105.57,10,95.01,66,6270.66,82.48,826.98
2024-02-28,P018,Product_18,Electronics,Uttar Pradesh,Varanasi,,182.19,20,145.75,63,9182.25,124.45,1341.9
2024-01-02,P001,Product_1,Apparel,Uttar Pradesh,Kanpur,Clearance,583.79,5,554.6,17,9428.2,296.11,4394.33
2024-02-08,P016,Product_16,Electronics,Uttar Pradesh,Varanasi,Clearance,504.95,5,479.7,19,9114.3,363.54,2207.04
2024-02-05,P005,Product_5,Electronics,Tamil Nadu,Chennai,Clearance,880.46,0,880.46,71,62512.66,581.1,21254.56
2024-03-09,P013,Product_13,Beauty,Delhi,New Delhi,Summer Sale,187.28,20,149.82,4,599.28,148.56,5.04
2024-03-13,P009,Product_9,Beauty,West Bengal,Siliguri,,151.97,10,136.77,68,9300.36,103.49,2263.04
2024-01-18,P006,Product_6,Apparel,Karnataka,Bengaluru,,344.5,5,327.27,24,7854.48,244.08,1996.56
2024-01-17,P016,Product_16,Electronics,West Bengal,Siliguri,,181.5,15,154.28,83,12805.24,124.04,2509.92
2024-03-21,P016,Product_16,Electronics,Karnataka,Bengaluru,Summer Sale,866.66,0,866.66,75,64999.5,477.65,29175.75
2024-01-15,P010,Product_10,Home,West Bengal,Siliguri,New Year,906.15,25,679.61,32,21747.52,570.46,3492.8
2024-03-26,P016,Product_16,Electronics,Tamil Nadu,Coimbatore,Diwali,129.15,20,103.32,60,6199.2,95.34,478.8
2024-03-25,P014,Product_14,Apparel,Delhi,New Delhi,,816.98,5,776.13,76,58985.88,581.4,14799.48
2024-02-28,P009,Product_9,Beauty,Telangana,Hyderabad,Clearance,301.94,20,241.55,1,241.55,172.35,69.2
2024-02-15,P005,Product_5,Electronics,West Bengal,Kolkata,Summer Sale,266.87,25,200.15,86,17212.9,169.1,2670.3
2024-02-08,P017,Product_17,Apparel,Maharashtra,Mumbai,Diwali,171.64,30,120.15,92,11053.8,130.28,-931.96
2024-02-23,P008,Product_8,Electronics,Tamil Nadu,Chennai,,885.27,10,796.74,82,65332.68,673.15,10134.38
2024-01-18,P001,Product_1,Apparel,Telangana,Hyderabad,Clearance,933.24,10,839.92,34,28557.28,570.78,9150.76
2024-03-13,P020,Product_20,Beauty,Tamil Nadu,Coimbatore,Diwali,218.27,15,185.53,59,10946.27,134.97,2983.04
2024-01-05,P008,Product_8,Electronics,Kerala,Kochi,Diwali,319.6,20,255.68,51,13039.68,251.67,204.51
2024-03-24,P014,Product_14,Apparel,Tamil Nadu,Chennai,Summer Sale,562.56,30,393.79,30,11813.7,432.42,-1158.9
2024-04-16,P007,Product_7,Home,West Bengal,Siliguri,New Year,390.69,20,312.55,28,8751.4,232.97,2228.24
2024-01-20,P006,Product_6,Apparel,Gujarat,Vadodara,Diwali,255.72,10,230.15,31,7134.65,148.84,2520.61
2024-03-28,P011,Product_11,Home,Uttar Pradesh,Varanasi,Diwali,307.29,20,245.83,55,13520.65,158.19,4820.2
2024-01-12,P009,Product_9,Beauty,Maharashtra,Mumbai,,225.07,25,168.8,7,1181.6,133.85,244.65
2024-01-12,P008,Product_8,Electronics,Karnataka,Hubli,Clearance,953.67,5,905.99,50,45299.5,478.78,21360.5
2024-04-03,P002,Product_2,Apparel,West Bengal,Siliguri,Summer Sale,562.67,0,562.67,66,37136.22,356.4,13613.82
2024-03-02,P014,Product_14,Apparel,Telangana,Warangal,,676.92,10,609.23,17,10356.91,387.52,3769.07
2024-04-11,P013,Product_13,Beauty,Telangana,Warangal,,102.44,10,92.2,34,3134.8,53.19,1326.34
2024-02-13,P014,Product_14,Apparel,Rajasthan,Jaipur,Summer Sale,987.84,30,691.49,51,35265.99,556.44,6887.55
2024-04-23,P016,Product_16,Electronics,Kerala,Thiruvananthapuram,Summer Sale,718.47,15,610.7,70,42749.0,541.11,4871.3
2024-03-14,P006,Product_6,Apparel,Maharashtra,Mumbai,Clearance,378.7,5,359.76,3,1079.28,204.55,465.63
2024-01-17,P017,Product_17,Apparel,Tamil Nadu,Coimbatore,Clearance,207.12,5,196.76,76,14953.76,133.61,4799.4
2024-04-12,P001,Product_1,Apparel,Uttar Pradesh,Varanasi,Summer Sale,658.21,25,493.66,66,32581.56,353.91,9223.5
2024-03-09,P014,Product_14,Apparel,West Bengal,Siliguri,,743.83,20,595.06,52,30943.12,419.57,9125.48
2024-03-23,P013,Product_13,Beauty,Gujarat,Ahmedabad,,750.17,15,637.64,9,5738.76,424.02,1922.58
2024-04-08,P012,Product_12,Apparel,Delhi,New Delhi,New Year,225.39,10,202.85,4,811.4,171.63,124.88
2024-02-04,P012,Product_12,Apparel,Uttar Pradesh,Lucknow,,820.12,15,697.1,40,27884.0,586.37,4429.2
2024-03-08,P006,Product_6,Apparel,Karnataka,Bengaluru,Diwali,340.12,0,340.12,89,30270.68,249.42,8072.3
2024-01-17,P013,Product_13,Beauty,Delhi,New Delhi,Diwali,771.94,20,617.55,13,8028.15,469.26,1927.77
2024-01-02,P011,Product_11,Home,Maharashtra,Mumbai,Diwali,264.58,5,251.35,99,24883.65,182.74,6792.39
2024-04-01,P004,Product_4,Beauty,Delhi,New Delhi,,108.84,25,81.63,52,4244.76,61.79,1031.68
2024-04-16,P001,Product_1,Apparel,Kerala,Kochi,Diwali,724.04,15,615.43,90,55388.7,458.5,14123.7
2024-01-12,P012,Product_12,Apparel,West Bengal,Siliguri,New Year,830.46,30,581.32,99,57550.68,618.55,-3685.77
2024-01-13,P011,Product_11,Home,Karnataka,Bengaluru,,754.32,0,754.32,84,63362.88,569.92,15489.6
2024-01-13,P011,Product_11,Home,Kerala,Thiruvananthapuram,Summer Sale,302.64,5,287.51,53,15238.03,202.98,4480.09
2024-04-27,P009,Product_9,Beauty,Tamil Nadu,Coimbatore,Clearance,923.59,25,692.69,97,67190.93,571.74,11732.15
2024-04-29,P007,Product_7,Home,Uttar Pradesh,Varanasi,Clearance,611.44,25,458.58,45,20636.1,306.1,6861.6
2024-04-26,P007,Product_7,Home,Delhi,New Delhi,Clearance,400.4,25,300.3,11,3303.3,286.95,146.85
2024-01-31,P018,Product_18,Electronics,Delhi,New Delhi,New Year,612.37,10,551.13,34,18738.42,387.87,5550.84
2024-03-10,P008,Product_8,Electronics,Telangana,Warangal,Diwali,309.57,20,247.66,71,17583.86,182.32,4639.14
2024-04-07,P014,Product_14,Apparel,Telangana,Hyderabad,,263.59,20,210.87,32,6747.84,183.39,879.36
2024-02-08,P018,Product_18,Electronics,Tamil Nadu,Madurai,New Year,332.3,10,299.07,25,7476.75,221.38,1942.25
2024-01-23,P002,Product_2,Apparel,Kerala,Kochi,Summer Sale,934.97,15,794.72,11,8741.92,513.36,3094.96
2024-03-26,P005,Product_5,Electronics,Kerala,Thiruvananthapuram,Diwali,195.59,5,185.81,70,13006.7,115.5,4921.7
2024-04-02,P004,Product_4,Beauty,Karnataka,Hubli,New Year,665.57,10,599.01,79,47321.79,461.35,10875.14
2024-01-22,P008,Product_8,Electronics,Delhi,New Delhi,Summer Sale,549.59,20,439.67,49,21543.83,381.37,2856.7
2024-02-07,P011,Product_11,Home,Maharashtra,Nagpur,Summer Sale,826.1,15,702.18,5,3510.9,421.57,1403.05
2024-04-04,P012,Product_12,Apparel,Kerala,Thiruvananthapuram,,176.74,10,159.07,37,5885.59,111.44,1762.31
2024-02-17,P017,Product_17,Apparel,Telangana,Hyderabad,Summer Sale,366.88,30,256.82,79,20288.78,198.12,4637.3
2024-02-23,P018,Product_18,Electronics,Kerala,Thiruvananthapuram,New Year,999.14,0,999.14,87,86925.18,548.53,39203.07
2024-04-03,P001,Product_1,Apparel,Telangana,Warangal,Clearance,626.53,0,626.53,98,61399.94,478.13,14543.2
2024-04-28,P019,Product_19,Beauty,Delhi,New Delhi,New Year,700.24,0,700.24,80,56019.2,372.54,26216.0
2024-03-01,P014,Product_14,Apparel,Karnataka,Bengaluru,New Year,492.1,15,418.29,45,18823.05,355.64,2819.25
2024-01-26,P009,Product_9,Beauty,Karnataka,Hubli,,167.75,20,134.2,58,7783.6,115.15,1104.9
2024-02-28,P014,Product_14,Apparel,Gujarat,Ahmedabad,Clearance,331.73,10,298.56,42,12539.52,255.37,1813.98
2024-02-22,P015,Product_15,Beauty,Kerala,Kochi,Clearance,446.55,10,401.9,87,34965.3,333.28,5969.94
2024-01-19,P005,Product_5,Electronics,West Bengal,Kolkata,Diwali,851.48,20,681.18,26,17710.68,555.25,3274.18
2024-02-20,P011,Product_11,Home,Kerala,Kochi,Summer Sale,762.33,30,533.63,93,49627.59,577.44,-4074.33
2024-01-29,P015,Product_15,Beauty,Kerala,Thiruvananthapuram,New Year,493.08,30,345.16,3,1035.48,363.27,-54.33
2024-03-15,P020,Product_20,Beauty,Rajasthan,Udaipur,Summer Sale,937.61,30,656.33,97,63664.01,749.58,-9045.25
2024-04-11,P016,Product_16,Electronics,Gujarat,Vadodara,,752.79,10,677.51,21,14227.71,468.51,4389.0
2024-04-20,P008,Product_8,Electronics,Rajasthan,Jaipur,Clearance,978.04,0,978.04,91,89001.64,515.95,42050.19
2024-02-04,P001,Product_1,Apparel,Gujarat,Vadodara,New Year,681.68,15,579.43,65,37662.95,446.0,8672.95
2024-04-11,P001,Product_1,Apparel,Telangana,Warangal,Summer Sale,685.17,15,582.39,1,582.39,530.01,52.38
2024-03-22,P002,Product_2,Apparel,Telangana,Warangal,Clearance,629.53,20,503.62,63,31728.06,383.19,7587.09
2024-01-09,P007,Product_7,Home,Uttar Pradesh,Kanpur,Summer Sale,157.81,15,134.14,64,8584.96,117.96,1035.52
2024-01-31,P016,Product_16,Electronics,Delhi,New Delhi,Clearance,484.21,20,387.37,60,23242.2,356.03,1880.4
2024-03-25,P020,Product_20,Beauty,Uttar Pradesh,Varanasi,,676.98,20,541.58,76,41160.08,419.31,9292.52
2024-01-03,P016,Product_16,Electronics,Delhi,New Delhi,Summer Sale,159.45,15,135.53,70,9487.1,123.44,846.3
2024-04-18,P007,Product_7,Home,Kerala,Thiruvananthapuram,New Year,530.08,5,503.58,90,45322.2,373.58,11700.0
2024-01-15,P002,Product_2,Apparel,West Bengal,Siliguri,Diwali,729.58,10,656.62,26,17072.12,433.88,5791.24
2024-01-03,P016,Product_16,Electronics,Maharashtra,Nagpur,,689.96,5,655.46,1,655.46,347.45,308.01
2024-03-20,P008,Product_8,Electronics,Telangana,Warangal,Summer Sale,882.73,30,617.91,95,58701.45,698.98,-7701.65
2024-01-27,P017,Product_17,Apparel,Rajasthan,Jaipur,Clearance,513.37,0,513.37,21,10780.77,390.57,2578.8
2024-04-11,P003,Product_3,Apparel,West Bengal,Kolkata,Diwali,839.13,15,713.26,58,41369.08,563.75,8671.58
2024-04-06,P010,Product_10,Home,Gujarat,Surat,,854.96,15,726.72,11,7993.92,517.75,2298.67
2024-03-12,P009,Product_9,Beauty,Delhi,New Delhi,,595.51,15,506.18,64,32395.52,357.41,9521.28
2024-04-29,P011,Product_11,Home,Maharashtra,Mumbai,New Year,920.01,5,874.01,63,55062.63,466.9,25647.93
2024-04-23,P009,Product_9,Beauty,Gujarat,Vadodara,New Year,143.89,0,143.89,58,8345.62,98.09,2656.4
2024-01-26,P016,Product_16,Electronics,West Bengal,Kolkata,New Year,408.16,5,387.75,9,3489.75,215.27,1552.32
2024-04-18,P004,Product_4,Beauty,Uttar Pradesh,Varanasi,Diwali,777.81,10,700.03,80,56002.4,591.82,8656.8
2024-02-10,P006,Product_6,Apparel,Tamil Nadu,Chennai,Summer Sale,265.82,20,212.66,86,18288.76,208.49,358.62
2024-02-17,P002,Product_2,Apparel,Kerala,Thiruvananthapuram,Diwali,856.31,30,599.42,80,47953.6,563.14,2902.4
2024-03-13,P010,Product_10,Home,West Bengal,Siliguri,New Year,615.49,20,492.39,14,6893.46,492.08,4.34
2024-03-30,P003,Product_3,Apparel,West Bengal,Kolkata,Clearance,355.65,0,355.65,91,32364.15,207.08,13519.87
2024-04-01,P009,Product_9,Beauty,Telangana,Hyderabad,,496.67,5,471.84,49,23120.16,341.56,6383.72
2024-01-07,P017,Product_17,Apparel,Telangana,Hyderabad,,744.06,0,744.06,93,69197.58,522.75,20581.83
2024-03-06,P004,Product_4,Beauty,Kerala,Kochi,,720.48,30,504.34,27,13617.18,510.21,-158.49
2024-03-14,P017,Product_17,Apparel,Gujarat,Vadodara,Summer Sale,708.58,20,566.86,27,15305.22,558.94,213.84
2024-03-07,P015,Product_15,Beauty,Rajasthan,Jaipur,,561.55,25,421.16,25,10529.0,298.57,3064.75
2024-03-06,P004,Product_4,Beauty,Uttar Pradesh,Lucknow,Diwali,642.03,10,577.83,58,33514.14,440.1,7988.34
2024-03-16,P014,Product_14,Apparel,Delhi,New Delhi,,163.71,5,155.52,82,12752.64,122.84,2679.76
2024-04-21,P015,Product_15,Beauty,Uttar Pradesh,Varanasi,,705.55,0,705.55,20,14111.0,532.87,3453.6
2024-01-01,P003,Product_3,Apparel,Gujarat,Surat,Clearance,369.94,15,314.45,65,20439.25,219.84,6149.65
2024-01-03,P007,Product_7,Home,Karnataka,Mysuru,,129.71,15,110.25,94,10363.5,73.02,3499.62
2024-03-04,P014,Product_14,Apparel,Rajasthan,Jaipur,Summer Sale,741.0,10,666.9,75,50017.5,418.9,18600.0
2024-01-24,P014,Product_14,Apparel,West Bengal,Siliguri,Diwali,544.93,20,435.94,26,11334.44,351.52,2194.92
2024-04-09,P007,Product_7,Home,Rajasthan,Jaipur,Clearance,229.82,15,195.35,35,6837.25,182.21,459.9
2024-04-24,P015,Product_15,Beauty,Delhi,New Delhi,,920.61,5,874.58,16,13993.28,668.47,3297.76
2024-04-07,P015,Product_15,Beauty,Tamil Nadu,Madurai,New Year,309.59,10,278.63,16,4458.08,208.1,1128.48
2024-03-08,P018,Product_18,Electronics,Karnataka,Hubli,,634.32,15,539.17,79,42594.43,411.05,10121.48
2024-03-15,P018,Product_18,Electronics,Karnataka,Bengaluru,Clearance,503.17,5,478.01,99,47322.99,276.56,19943.55
2024-03-27,P019,Product_19,Beauty,Rajasthan,Jaipur,Clearance,363.02,20,290.42,41,11907.22,220.12,2882.3
2024-01-07,P002,Product_2,Apparel,West Bengal,Kolkata,,849.73,20,679.78,39,26511.42,658.19,842.01
2024-03-19,P018,Product_18,Electronics,Maharashtra,Nagpur,,890.87,30,623.61,33,20579.13,473.09,4967.16
2024-01-20,P019,Product_19,Beauty,Telangana,Warangal,Diwali,285.06,15,242.3,71,17203.3,161.61,5728.99
2024-03-17,P016,Product_16,Electronics,Maharashtra,Nagpur,Summer Sale,507.6,20,406.08,36,14618.88,282.77,4439.16
2024-01-30,P005,Product_5,Electronics,Maharashtra,Nagpur,Clearance,371.43,30,260.0,56,14560.0,193.63,3716.72
2024-02-27,P001,Product_1,Apparel,Delhi,New Delhi,,183.72,5,174.53,55,9599.15,97.63,4229.5
2024-01-22,P001,Product_1,Apparel,Tamil Nadu,Madurai,Summer Sale,561.93,20,449.54,69,31018.26,304.8,9987.06
2024-03-08,P014,Product_14,Apparel,Karnataka,Hubli,New Year,507.13,20,405.7,53,21502.1,336.48,3668.66
2024-03-20,P011,Product_11,Home,Kerala,Thiruvananthapuram,Clearance,931.36,25,698.52,53,37021.56,511.76,9898.28
2024-04-09,P012,Product_12,Apparel,Uttar Pradesh,Lucknow,Summer Sale,690.24,20,552.19,22,12148.18,392.62,3510.54
2024-02-23,P018,Product_18,Electronics,Kerala,Kochi,,714.4,10,642.96,47,30219.12,414.23,10750.31
2024-01-31,P002,Product_2,Apparel,Telangana,Warangal,Clearance,254.98,25,191.23,17,3250.91,195.64,-74.97
2024-04-10,P014,Product_14,Apparel,Delhi,New Delhi,,226.53,10,203.88,95,19368.6,180.65,2206.85
2024-02-28,P014,Product_14,Apparel,Kerala,Thiruvananthapuram,Clearance,265.08,5,251.83,48,12087.84,186.16,3152.16
2024-04-20,P015,Product_15,Beauty,Telangana,Hyderabad,Diwali,717.09,15,609.53,58,35352.74,506.27,5989.08
2024-03-23,P016,Product_16,Electronics,Delhi,New Delhi,Diwali,898.34,0,898.34,2,1796.68,478.01,840.66
2024-01-12,P003,Product_3,Apparel,Tamil Nadu,Madurai,,871.39,10,784.25,82,64308.5,535.77,20375.36
2024-04-08,P010,Product_10,Home,Rajasthan,Jaipur,Summer Sale,540.31,25,405.23,14,5673.22,341.11,897.68
2024-03-21,P010,Product_10,Home,Uttar Pradesh,Varanasi,Diwali,616.09,15,523.68,32,16757.76,481.92,1336.32
2024-04-09,P001,Product_1,Apparel,West Bengal,Kolkata,Diwali,957.55,20,766.04,9,6894.36,658.06,971.82
2024-01-29,P001,Product_1,Apparel,Kerala,Thiruvananthapuram,Diwali,160.56,15,136.48,9,1228.32,93.35,388.17
2024-01-06,P008,Product_8,Electronics,Tamil Nadu,Madurai,Diwali,669.86,15,569.38,78,44411.64,405.17,12808.38
2024-01-04,P005,Product_5,Electronics,Tamil Nadu,Madurai,Clearance,747.45,25,560.59,29,16257.11,526.33,993.54
2024-04-12,P003,Product_3,Apparel,West Bengal,Kolkata,Diwali,664.08,10,597.67,57,34067.19,351.08,14055.63
2024-04-23,P012,Product_12,Apparel,Karnataka,Mysuru,New Year,311.53,15,264.8,14,3707.2,247.34,244.44
2024-04-15,P002,Product_2,Apparel,Uttar Pradesh,Lucknow,Summer Sale,636.44,10,572.8,64,36659.2,327.04,15728.64
2024-03-29,P012,Product_12,Apparel,Karnataka,Bengaluru,Summer Sale,918.61,0,918.61,20,18372.2,685.19,4668.4
2024-03-18,P019,Product_19,Beauty,West Bengal,Siliguri,Summer Sale,824.95,10,742.46,77,57169.42,478.1,20355.72
2024-02-13,P008,Product_8,Electronics,Karnataka,Mysuru,New Year,711.0,5,675.45,52,35123.4,550.84,6479.72
2024-01-31,P016,Product_16,Electronics,West Bengal,Siliguri,,793.02,30,555.11,5,2775.55,428.8,631.55
2024-03-07,P006,Product_6,Apparel,Karnataka,Hubli,Clearance,409.88,15,348.4,32,11148.8,295.24,1701.12
2024-03-30,P005,Product_5,Electronics,Rajasthan,Jaipur,,190.14,5,180.63,76,13727.88,139.66,3113.72
2024-01-02,P004,Product_4,Beauty,Kerala,Thiruvananthapuram,,440.48,15,374.41,30,11232.3,232.47,4258.2
2024-02-20,P008,Product_8,Electronics,Telangana,Hyderabad,Clearance,983.25,0,983.25,46,45229.5,643.41,15632.64
2024-03-27,P007,Product_7,Home,Telangana,Warangal,New Year,249.88,10,224.89,44,9895.16,135.27,3943.28
2024-02-13,P002,Product_2,Apparel,West Bengal,Kolkata,,353.33,25,265.0,61,16165.0,191.89,4459.71
2024-03-22,P001,Product_1,Apparel,Uttar Pradesh,Lucknow,New Year,208.34,5,197.92,47,9302.24,162.22,1677.9
2024-02-13,P004,Product_4,Beauty,Gujarat,Surat,Summer Sale,375.31,15,319.01,69,22011.69,237.86,5599.35
2024-03-29,P011,Product_11,Home,Uttar Pradesh,Varanasi,Diwali,650.03,15,552.53,56,30941.68,358.94,10841.04
2024-03-10,P006,Product_6,Apparel,Maharashtra,Pune,Diwali,777.56,10,699.8,30,20994.0,405.27,8835.9
2024-01-26,P020,Product_20,Beauty,Maharashtra,Mumbai,Summer Sale,624.01,10,561.61,67,37627.87,498.5,4228.37
2024-02-12,P012,Product_12,Apparel,Tamil Nadu,Coimbatore,New Year,671.44,20,537.15,24,12891.6,422.75,2745.6
2024-04-22,P020,Product_20,Beauty,Tamil Nadu,Coimbatore,Summer Sale,451.27,10,406.14,49,19900.86,345.66,2963.52
2024-03-30,P020,Product_20,Beauty,Uttar Pradesh,Varanasi,Summer Sale,743.46,5,706.29,11,7769.19,512.25,2134.44
2024-01-22,P019,Product_19,Beauty,West Bengal,Kolkata,,238.97,10,215.07,52,11183.64,120.68,4908.28
2024-01-30,P013,Product_13,Beauty,Rajasthan,Udaipur,New Year,349.43,25,262.07,94,24634.58,196.89,6126.92
2024-04-24,P017,Product_17,Apparel,Rajasthan,Udaipur,,555.44,0,555.44,57,31660.08,437.53,6720.87
2024-03-15,P012,Product_12,Apparel,West Bengal,Siliguri,New Year,866.42,10,779.78,25,19494.5,605.89,4347.25
2024-01-27,P018,Product_18,Electronics,Maharashtra,Mumbai,Diwali,786.13,5,746.82,72,53771.04,555.74,13757.76
2024-03-23,P009,Product_9,Beauty,Rajasthan,Jaipur,Clearance,117.98,5,112.08,26,2914.08,74.4,979.68
2024-02-29,P010,Product_10,Home,Uttar Pradesh,Varanasi,,566.21,20,452.97,42,19024.74,410.59,1779.96
2024-04-06,P011,Product_11,Home,Telangana,Warangal,Clearance,746.26,5,708.95,83,58842.85,569.69,11558.58
2024-04-05,P003,Product_3,Apparel,Uttar Pradesh,Kanpur,Summer Sale,309.72,25,232.29,23,5342.67,190.44,962.55
2024-04-26,P010,Product_10,Home,Karnataka,Bengaluru,,289.69,20,231.75,5,1158.75,183.1,243.25
2024-03-19,P007,Product_7,Home,Telangana,Warangal,Clearance,846.95,25,635.21,26,16515.46,575.32,1557.14
2024-04-06,P007,Product_7,Home,Karnataka,Bengaluru,New Year,880.31,0,880.31,33,29050.23,583.09,9808.26
2024-03-17,P005,Product_5,Electronics,Tamil Nadu,Coimbatore,Diwali,539.11,25,404.33,30,12129.9,417.01,-380.4
2024-04-22,P014,Product_14,Apparel,West Bengal,Kolkata,Diwali,996.08,0,996.08,26,25898.08,629.97,9518.86
2024-02-07,P007,Product_7,Home,West Bengal,Siliguri,New Year,609.27,5,578.81,6,3472.86,451.01,766.8
2024-03-12,P003,Product_3,Apparel,Kerala,Kochi,Clearance,100.67,10,90.6,18,1630.8,68.04,406.08
2024-01-29,P006,Product_6,Apparel,West Bengal,Kolkata,,656.87,10,591.18,17,10050.06,419.86,2912.44
2024-01-06,P007,Product_7,Home,West Bengal,Kolkata,,325.31,25,243.98,78,19030.44,195.39,3790.02
2024-01-22,P011,Product_11,Home,West Bengal,Siliguri,Clearance,538.15,0,538.15,12,6457.8,371.03,2005.44
2024-02-19,P012,Product_12,Apparel,Uttar Pradesh,Kanpur,Clearance,908.8,25,681.6,48,32716.8,556.86,5987.52
2024-04-26,P003,Product_3,Apparel,Maharashtra,Nagpur,,936.94,30,655.86,85,55748.1,594.08,5251.3
2024-01-02,P017,Product_17,Apparel,West Bengal,Kolkata,Diwali,372.16,10,334.94,9,3014.46,204.45,1174.41
2024-02-03,P020,Product_20,Beauty,Kerala,Kochi,Diwali,867.82,20,694.26,98,68037.48,618.87,7388.22
2024-04-29,P011,Product_11,Home,Uttar Pradesh,Kanpur,Summer Sale,212.71,30,148.9,3,446.7,111.73,111.51
2024-01-19,P011,Product_11,Home,Rajasthan,Jaipur,Clearance,869.65,10,782.68,48,37568.64,599.48,8793.6
2024-01-05,P004,Product_4,Beauty,Rajasthan,Jaipur,Diwali,198.53,25,148.9,73,10869.7,109.68,2863.06
2024-01-01,P013,Product_13,Beauty,Delhi,New Delhi,,968.04,10,871.24,94,81896.56,623.31,23305.42
2024-01-12,P007,Product_7,Home,Rajasthan,Udaipur,Clearance,706.08,25,529.56,63,33362.28,440.46,5613.3
2024-03-20,P018,Product_18,Electronics,Gujarat,Ahmedabad,Summer Sale,170.76,25,128.07,2,256.14,86.64,82.86
2024-01-11,P009,Product_9,Beauty,Karnataka,Bengaluru,Diwali,989.21,10,890.29,99,88138.71,652.87,23504.58
2024-04-21,P017,Product_17,Apparel,West Bengal,Kolkata,Summer Sale,716.25,20,573.0,46,26358.0,539.83,1525.82
2024-04-14,P016,Product_16,Electronics,Telangana,Hyderabad,New Year,353.16,20,282.53,60,16951.8,198.49,5042.4
2024-02-01,P019,Product_19,Beauty,Telangana,Hyderabad,Summer Sale,117.69,20,94.15,74,6967.1,62.5,2342.1
2024-03-06,P009,Product_9,Beauty,West Bengal,Kolkata,Diwali,407.41,20,325.93,2,651.86,236.57,178.72
2024-03-18,P015,Product_15,Beauty,Telangana,Warangal,Clearance,712.23,5,676.62,26,17592.12,565.57,2887.3
2024-03-07,P011,Product_11,Home,Gujarat,Ahmedabad,,767.82,30,537.47,48,25798.56,394.24,6875.04
2024-03-27,P019,Product_19,Beauty,Maharashtra,Pune,Clearance,669.78,25,502.33,18,9041.94,408.98,1680.3
2024-04-15,P014,Product_14,Apparel,Rajasthan,Jaipur,,220.62,5,209.59,65,13623.35,136.81,4730.7
2024-02-14,P019,Product_19,Beauty,Rajasthan,Jaipur,New Year,225.37,15,191.56,44,8428.64,145.4,2031.04
2024-01-03,P007,Product_7,Home,West Bengal,Siliguri,Diwali,705.11,30,493.58,40,19743.2,424.79,2751.6
2024-02-15,P016,Product_16,Electronics,Karnataka,Hubli,Clearance,842.98,30,590.09,76,44846.84,476.39,8641.2
2024-03-25,P013,Product_13,Beauty,Gujarat,Ahmedabad,Summer Sale,824.61,30,577.23,30,17316.9,448.88,3850.5
2024-03-06,P001,Product_1,Apparel,Delhi,New Delhi,New Year,957.03,15,813.48,99,80534.52,641.43,17032.95
2024-02-15,P020,Product_20,Beauty,West Bengal,Kolkata,Clearance,583.82,30,408.67,33,13486.11,339.82,2272.05
2024-01-11,P019,Product_19,Beauty,Tamil Nadu,Coimbatore,Summer Sale,115.27,0,115.27,92,10604.84,76.19,3595.36
